_id,0_OCLCCN,01_isbn,02_isbn_pubname,03_isbn_countryname,10_title,11_statement_of_responsibility,12_publisher_place,13_publisher_name,14_publication_date,15_content_code,16_content_type_term,17_content_source,18_media_code,19_media_type_term,1_leader_type,20_media_source,21_carrier_code,22_topical_term,23_form_subdivision,24_heading_source,25_authority_record_control_num,26_geographical_subdivision,27_geo_name,28_geo_source_of_headingwterm,29_geo_arn,2_physical_desc,31_host_item,32_series_title,33_series_volume,34_form_data,35_source_of_term,36_index_arn,3_place,4_language,5_catalogue_source,6_lccn,8_personal_name,9_relation,cluster_name,cluster_number,cluster_name_connaway,cluster_num_connaway,
799,32093788,067986928X,Random House; Alfred A. Knopf,English,The Statue of Liberty /,by Lucille Recht Penner ; illustrated by Jada Rowland.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Statue of Liberty (New York, N.Y.)",Juvenile literature.,fast,(OCoLC)fst01132146,Blanks,New York (State),fast,(OCoLC)fst01204333,Blanks,Blanks,Step into reading.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,95001854,"Penner, Lucille Recht.",Blanks,RH,3,RH,3,
800,32236778,067987643X,Random House; Alfred A. Knopf,English,The man /,Raymond Briggs.,New York :,"Random House,",1995,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Fairies.,Fiction.,fast,(OCoLC)fst00919878,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,95013107,"Briggs, Raymond.",Blanks,RH,3,RH,3,
801,32276354,679760202,Random House; Alfred A. Knopf,English,Thursday-night poker :,Peter O. Steiner.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Poker.,Rules.,fast,(OCoLC)fst01068219,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Rules.,fast,(OCoLC)fst01423857,ny,en,Blanks,95008485,"Steiner, Peter Otto,",Blanks,RH,3,RH,3,
802,32512384,679854568,Random House; Alfred A. Knopf,English,Cookie Monster's little kitchen /,[illustrated by Tom Cooke].,New York :,"Random House,",©1995.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Miniature books.,Fiction.,fast,(OCoLC)fst01022666,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Chunky shape book.,Blanks,Specimens.,fast,(OCoLC)fst01423861,ny,en,Blanks,94066510,Blanks,Blanks,RH,3,RH,3,
803,32545018,394224280,Alfred A. Knopf,English,Garden voices :,edited by Edwinna von Baeyer and Pleasance Crawford.,Toronto :,"Random House of Canada,",©1995.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Jardins,Blanks,fast,(OCoLC)fst00937895,Canada,Canada.,fast,(OCoLC)fst01204310,Blanks,Blanks,Blanks,Blanks,History.,fast,(OCoLC)fst01411628,on,en,Blanks,95220752,Blanks,Blanks,RH,3,RH,3,
804,32659892,679868658,Random House; Alfred A. Knopf,English,10 hungry mice /,by Timothy Roland.,New York :,"Random House,",©1995.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Toy and movable books.,Specimens.,fast,(OCoLC)fst01153422,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Specimens.,fast,(OCoLC)fst01423861,ny,en,Blanks,94067724,"Roland, Timothy.",Blanks,RH,3,RH,3,
805,33208000,679430180,Random House; Alfred A. Knopf,English,I.D. :,Winifred Gallagher.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Temperament.,Blanks,fast,(OCoLC)fst01147294,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,95039955,"Gallagher, Winifred.",Blanks,RH,3,RH,3,
806,33403390,679445692,Random House; Alfred A. Knopf,English,How do I look? :,Gale Hayman.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Self-esteem in women.,Blanks,fast,(OCoLC)fst01111709,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,95046181,"Hayman, Gale.",Blanks,RH,3,RH,3,
807,33836085,679874062,Random House; Alfred A. Knopf,English,Polly Pocket's pajama party /,[by Jim Razzi ; illustrated by Emilie Kong].,New York :,"Random House,",©1995.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Toy and movable books.,Fiction.,fast,(OCoLC)fst01153422,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Story pops.,Blanks,Specimens.,fast,(OCoLC)fst01423861,ny,en,Blanks,94073912,"Razzi, Jim.",Blanks,RH,3,RH,3,
808,34193149,679445226,Random House; Alfred A. Knopf,English,The soul's code :,James Hillman.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Self Concept.,Blanks,sears,(OCoLC)fst00970351,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,95026855,"Hillman, James.",Blanks,RH,3,RH,3,
809,34245798,039457639X,Alfred A. Knopf,English,The other family /,Jacqueline Carey.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Children of divorced parents.,Fiction.,fast,(OCoLC)fst00855337,Blanks,New York (State),fast,(OCoLC)fst01204333,Blanks,Blanks,Blanks,Blanks,Domestic fiction.,lcsh,(OCoLC)fst01423787,ny,en,Blanks,96006948,"Carey, Jacqueline.",Blanks,RH,3,RH,3,
810,34604304,679442820,Random House; Alfred A. Knopf,English,Italianamerican :,Catherine Scorsese with Georgia Downard.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Kookkunst.,Blanks,gtt,(OCoLC)fst01753356,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Cookbooks.,lcgft,(OCoLC)fst01752725,ny,en,Blanks,96019366,"Scorsese, Catherine.",Blanks,RH,3,RH,3,
811,34675107,679882146,Random House; Alfred A. Knopf,English,Virtual Fred /,by Vincent Courtney ; illustrated by Eric Brace.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Humorous fiction.,Fiction.,sears,(OCoLC)fst01167688,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Humorous fiction.,gsafd,(OCoLC)fst01423787,ny,en,Blanks,96002959,"Courtney, Vincent.",Blanks,RH,3,RH,3,
812,34699711,9.78E+12,Blanks,Blanks,Microbreweries of New Zealand /,photographs by Richard Brimer ; text compiled by Anne Russell.,"Auckland, N.Z. :","Random House,",1995,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Microbreweries.,Pictorial works.,fast,(OCoLC)fst01019605,New Zealand.,New Zealand.,fast,(OCoLC)fst01204542,Blanks,Blanks,Blanks,Blanks,Pictorial works.,fast,(OCoLC)fst01423874,nz,en,Blanks,96114598,"Brimer, Richard.",Blanks,RH,3,RH,3,
813,35128222,679456996,Random House; Alfred A. Knopf,English,The first $20 million is always the hardest :,Po Bronson.,New York :,"Random House,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,High technology.,Fiction.,fast,(OCoLC)fst00956404,Blanks,California,fast,(OCoLC)fst01316612,Blanks,Blanks,Blanks,Blanks,Humorous fiction.,gsafd,(OCoLC)fst01423787,ny,en,Blanks,96033143,"Bronson, Po,",Blanks,RH,3,RH,3,
814,35145771,679448144,Random House; Alfred A. Knopf,English,The 20-minute gardener :,Tom Christopher and Marty Asher ; illustrations by Steven D. Guarnaccia.,New York :,"Random House,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Organic gardening.,Blanks,sears,(OCoLC)fst01047711,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,96029320,"Christopher, Thomas.",Blanks,RH,3,RH,3,
815,35192081,9.78E+12,Blanks,Blanks,Ray Barrett :,with Peter Corris.,"Milsons Point, NSW :","Random House Australia,",1995,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Autobiographie.,Biography.,swd,(OCoLC)fst00796296,Australia,Australia.,fast,(OCoLC)fst01204543,Blanks,Blanks,Blanks,Blanks,Biography.,fast,(OCoLC)fst01423686,at,en,Blanks,95192612,"Barrett, Ray,",Blanks,RH,3,RH,3,
816,35328478,679769072,Random House; Alfred A. Knopf,English,All u can eat :,by Lela Nargi ; with illustrations by Adam Hurwitz.,New York :,"Random House,",1996,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Quick and easy cooking.,Blanks,fast,(OCoLC)fst01754367,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,97195119,"Nargi, Lela.",Blanks,RH,3,RH,3,
817,35334568,679769080,Random House; Alfred A. Knopf,English,Biology smart /,by Deborah Guest.,New York :,"Random House,",1996,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Biology.,Blanks,fast,(OCoLC)fst00832383,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,97208383,"Guest, Deborah.",Blanks,RH,3,RH,3,
818,35360520,067988419X,Random House; Alfred A. Knopf,English,The song of the Zubble-wump /,by Tish Rabe ; adapted from a script by David Steven Cohen ; illustrated by Tom Brannon.,New York :,"Random House,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Eggs,Fiction.,sears,(OCoLC)fst01739131,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Wubbulous world of Dr. Seuss.,Blanks,Stories in rhyme.,lcgft,(OCoLC)fst01411637,ny,en,Blanks,96035011,"Rabe, Tish.",Blanks,RH,3,RH,3,
819,35652695,679437940,Random House; Alfred A. Knopf,English,Great American food /,"Charlie Palmer, with Judith Choate ; photography by Gozen Koshida.",New York :,"Random House,",1996,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Cooking, American.",Blanks,fast,(OCoLC)fst01753224,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,97153297,"Palmer, Charlie,",Blanks,RH,3,RH,3,
820,35666726,679873309,Random House; Alfred A. Knopf,English,Stepsister from the Planet Weird /,by Francess Lantz.,New York :,"Random House,",1997,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Parent-child relationship,Fiction.,sears,(OCoLC)fst01133080,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,96043938,"Lantz, Francess Lin,",Blanks,RH,3,RH,3,
821,36017009,679881883,Random House; Alfred A. Knopf,English,The dinosaur joke book :,by Artie Bennett ; illustrated by Nate Evans.,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Riddles, Juvenile.",Humor.,fast,(OCoLC)fst01097660,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,96037477,"Bennett, Artie.",Blanks,RH,3,RH,3,
822,36327244,679452583,Random House; Alfred A. Knopf,English,Get the picture :,John G. Morris.,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Photojournalists.,Biography.,fast,(OCoLC)fst01430965,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,History.,fast,(OCoLC)fst01411628,ny,en,Blanks,97000316,"Morris, John G.",Blanks,RH,3,RH,3,
823,36565964,679983937,Random House; Alfred A. Knopf,English,The twelve labors of Hercules /,by Marc Cerasini ; illustrated by Isidre Mones.,New York :,"Random House,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Mythology, Roman.",Blanks,sears,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Step into reading.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,97010010,"Cerasini, Marc,",Blanks,RH,3,RH,3,
824,36573736,679986618,Random House; Alfred A. Knopf,English,Virtual Fred and the Big Dip /,by Vincent Courtney ; illustrated by Janet Pedersen.,New York :,"Random House,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Virtual reality,Fiction.,sears,(OCoLC)fst01167688,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Fiction.,fast,(OCoLC)fst01423787,ny,en,Blanks,97010968,"Courtney, Vincent.",Blanks,RH,3,RH,3,
825,36676010,679774424,Random House; Alfred A. Knopf,English,All over but the shoutin' /,Rick Bragg.,New York :,"Random House Large Print in association with Pantheon Books,",1997,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Large print books.,Biography.,sears,Blanks,Alabama,Alabama.,fast,(OCoLC)fst01204694,tb,Blanks,Large type editions.,Blanks,Blanks,Blanks,Blanks,ny,en,Blanks,97011707,"Bragg, Rick.",Blanks,RH,3,RH,3,
826,36743756,679440550,Random House; Alfred A. Knopf,English,Blood and oil :,Manucher Farmanfarmaian and Roxane Farmanfarmaian.,New York :,"Random House,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Autobiografie,Biographies.,gnd,(OCoLC)fst01131990,Iran,Iran.,fast,(OCoLC)fst01204889,Blanks,Blanks,Blanks,Blanks,History.,fast,(OCoLC)fst01411628,ny,en,Blanks,97150538,"Farma?nfarma??iya?n, Manu?chihr.",Blanks,RH,3,RH,3,
827,36767563,375500065,Random House,English,God is my broker :,Brother Ty with Christopher Buckley and John Tierney.,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Monastic and religious life.,Humor.,fast,(OCoLC)fst01025101,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Humor.,fast,(OCoLC)fst01423696,ny,en,Blanks,97014370,"Ty,",Blanks,RH,3,RH,3,
828,38081402,067989196X,Random House; Alfred A. Knopf,English,Shooting stars :,by Bill Gutman.,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Women basketball players.,Juvenile literature.,sears,(OCoLC)fst01177350,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,97044054,"Gutman, Bill.",Blanks,RH,3,RH,3,
829,38106086,679308784,Random House; Alfred A. Knopf,English,Delirium :,Douglas Cooper.,Toronto :,"Random House of Canada,",c1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Canadian fiction.,Blanks,fast,(OCoLC)fst00845101,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,on,en,Blanks,0,"Cooper, Douglas,",Blanks,RH,3,RH,3,
830,38120597,679992820,Random House; Alfred A. Knopf,English,The Paint Brush Kid /,by Clyde Robert Bulla ; illustrated by Ellen Beier.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Mexican Americans.,Fiction.,fast,(OCoLC)fst01019072,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Stepping Stone book.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,97051153,"Bulla, Clyde Robert.",Blanks,RH,3,RH,3,
831,38121710,679884084,Random House; Alfred A. Knopf,English,These things I love /,photographs by Kim Anderson ; written by Heather Lowenberg.,New York :,"Random House,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Photography of children.,Juvenile literature.,fast,(OCoLC)fst01061897,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Life favors.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,97065947,"Anderson, Kim.",Blanks,RH,3,RH,3,
832,38355117,679891331,Random House; Alfred A. Knopf,English,Chicken for a day /,by Frances Minters ; illustrated by Diane Greenseid.,New York :,"Random House,",2000,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Chickens.,Fiction.,fast,(OCoLC)fst00854094,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Step into reading.,Blanks,Fiction.,fast,(OCoLC)fst01423787,ny,en,Blanks,98010188,"Minters, Frances.",Blanks,RH,3,RH,3,
833,38438758,679873023,Random House; Alfred A. Knopf,English,Is a camel a mammal? /,by Tish Rabe ; illustrated by Jim Durk.,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Mammals.,Juvenile literature.,sears,(OCoLC)fst01006948,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Cat in the Hat's learning library.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,97052316,"Rabe, Tish.",Blanks,RH,3,RH,3,
834,38578115,679890041,Random House; Alfred A. Knopf,English,Thomas and the weather /,[cover illustrations by Robin Davies ; interior illustrations by SPJ].,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Weather.,Fiction.,fast,(OCoLC)fst01173087,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Specimens.,fast,(OCoLC)fst01423861,ny,en,Blanks,98137452,Blanks,Blanks,RH,3,RH,3,
835,38824565,679884564,Random House; Alfred A. Knopf,English,Jingle Day jingle /,by Craig Shemin ; illustrated by Richard Walz.,New York :,"Random House/Jim Henson Productions,",©1997.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Miniature books.,Fiction.,fast,(OCoLC)fst01022666,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Wubbulous world of Dr. Seuss.,Blanks,Specimens.,fast,(OCoLC)fst01423861,ny,en,Blanks,98121328,"Shemin, Craig.",Blanks,RH,3,RH,3,
836,38834739,9.78E+12,Blanks,Blanks,Black armband days /,Richard Hall.,New York :,"Random House Australia,",1998,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Social conditions.,Blanks,fast,(OCoLC)fst01919811,Australia,Australia.,fast,(OCoLC)fst01204543,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xn,en,Blanks,98218689,"Hall, Richard,",Blanks,RH,3,RH,3,
837,39101983,679891560,Random House; Alfred A. Knopf,English,Babe :,"adapted by Justine Korman and Ron Fontes ; based on the motion picture screenplay written by George Miller, Judy Morris, Mark Lamprell ; based on characters created by Dick King-Smith.",New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Animals,Fiction.,sears,(OCoLC)fst00862081,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Fiction.,fast,(OCoLC)fst01423787,ny,en,Blanks,98023605,"Korman, Justine.",Blanks,RH,3,RH,3,
838,39157559,375701745,Random House,English,Stumpers! :,edited by Fred Shapiro.,New York :,"Random House,",1998,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Questions and answers.,Blanks,fast,(OCoLC)fst01085701,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,FAQs.,lcgft,(OCoLC)fst01919925,ny,en,Blanks,98021568,Blanks,Blanks,RH,3,RH,3,
839,39300195,375704450,Random House,English,Ask Dr. Weil /,Andrew Weil ; edited by Steven Petrow.,New York :,"Random House Large Print in association with Ballatine Books,",1998,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Medicine, Popular.",Blanks,fast,(OCoLC)fst01015319,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Miscellanea.,fast,(OCoLC)fst01423854,ny,en,Blanks,98028573,"Weil, Andrew.",Blanks,RH,3,RH,3,
840,39441538,679889876,Random House; Alfred A. Knopf,English,"Babe, the sheep pig :",[illustrated by Ted Erik].,[New York] :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Toy and movable books.,Fiction.,fast,(OCoLC)fst01153422,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Peek-a-board books.,Blanks,Specimens.,fast,(OCoLC)fst01423861,ny,en,Blanks,97076511,Blanks,Blanks,RH,3,RH,3,
841,39796511,679890645,Random House; Alfred A. Knopf,English,Buffalo before breakfast /,by Mary Pope Osborne ; illustrated by Sal Murdocca.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Reading List,1st grade.,sears,(OCoLC)fst01148316,Great Plains,Great Plains.,fast,(OCoLC)fst01240567,ta,Blanks,Blanks,Blanks,Time-travel fiction.,lcgft,(OCoLC)fst01411637,ny,en,Blanks,98037089,"Osborne, Mary Pope.",Blanks,RH,3,RH,3,
842,39800615,679894683,Random House; Alfred A. Knopf,English,"Babe, the sheep pig--going quackers /",by Bonnie Worth ; illustrated by Ted Enik ; based on the character Babe created by Dick King-Smith.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Domestic animals,Fiction.,sears,(OCoLC)fst01140419,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,98041325,"Worth, Bonnie.",Blanks,RH,3,RH,3,
843,40076587,375502939,Random House,English,One finger too many /,Alfred Brendel ; English versions by the author with Richard Stokes.,New York :,"Random House,",©1998.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Translations.,fast,(OCoLC)fst01423791,ny,en,Blanks,98044869,"Brendel, Alfred.",Blanks,RH,3,RH,3,
844,40396091,375705708,Random House,English,"Such a pretty, pretty girl :",by Winston Groom.,New York :,"Random House Large Print in association with Random House Inc.,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Women journalists.,Fiction.,fast,(OCoLC)fst01178072,Blanks,New York (State),fast,(OCoLC)fst01204333,Blanks,Blanks,Blanks,Blanks,Suspense fiction.,lcsh,(OCoLC)fst01726755,ny,en,Blanks,98053876,"Groom, Winston,",Blanks,RH,3,RH,3,
845,40408904,375502300,Random House,English,From the Black Hills /,Judy Troy.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Teenage boys.,Fiction.,fast,(OCoLC)fst01145373,Blanks,South Dakota.,fast,(OCoLC)fst01204322,Blanks,Blanks,Blanks,Blanks,Domestic fiction.,lcsh,(OCoLC)fst01423787,ny,en,Blanks,98053465,"Troy, Judy,",Blanks,RH,3,RH,3,
846,40417779,375705724,Random House,English,Vittorio the vampire :,Anne Rice.,New York :,"Random House Large Print,",1999,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Vampires.,Fiction.,fast,(OCoLC)fst01163968,Blanks,Italy,fast,(OCoLC)fst01204699,Blanks,Blanks,Blanks,Blanks,Historical fiction.,lcgft,(OCoLC)fst01411628,ny,en,Blanks,98052777,"Rice, Anne,",Blanks,RH,3,RH,3,
847,40444151,679889574,Random House; Alfred A. Knopf,English,The Berenstain Bears think of those in need /,Stan & Jan Berenstain.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Reading List,1st grade.,sears,(OCoLC)fst00942628,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,98054215,"Berenstain, Stan,",Blanks,RH,3,RH,3,
848,40718170,375801936,Random House,English,"Backstreet brother, Aaron Carter /",Corey Barnes.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Rock musicians.,Juvenile literature.,fast,(OCoLC)fst01099238,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,ny,en,Blanks,98068131,"Barnes, Corey.",Blanks,RH,3,RH,3,
849,41278381,375707026,Random House,English,Random House Webster's handy American dictionary.,Blanks,New York :,"Random House,",1999,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,English language.,Dictionaries.,fast,(OCoLC)fst00910920,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,Dictionaries.,fast,(OCoLC)fst01423826,ny,en,Blanks,99023570,Blanks,Blanks,RH,3,RH,3,
850,41360481,375800263,Random House,English,"Star wars, episode I.",by Qui-Gon Jinn as told to Marc Cerasini ; interior design by Iain Morris.,New York :,"Random House,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Star wars episode 1.,Blanks,Science fiction.,lcgft,(OCoLC)fst01411637,ny,en,Blanks,98068610,"Cerasini, Marc,",Blanks,RH,3,RH,3,
851,42270744,037575413X,Random House,English,America's top internships /,Mark Oldman and Samer Hamadeh.,New York :,"Random House,",1999,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Internship programs.,Directories.,fast,(OCoLC)fst00977327,E?tats-Unis.,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,Directories.,fast,(OCoLC)fst01423796,ny,en,Blanks,0,"Oldman, Mark.",Blanks,RH,3,RH,3,
852,423372788,1869792572 (pbk.),Blanks,Indonesia,Ascend the Nile :,"Garth MacIntyre, Neil McGrigor and Cam Mcleay ; with John McCrystal.","Auckland, N.Z. :","Random House,",2009,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Travel,Blanks,fast,(OCoLC)fst01155558,Blanks,Nile River,fast,(OCoLC)fst01242174,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,nz,en,Blanks,2009512090,"MacIntyre, Garth,",Blanks,RH,3,RH,3,
853,430042541,1864719494,Blanks,English,Goblin in the bush /,Victor Kelleher and Stephen Michael King.,"North Sydney, N.S.W. :","Random House Australia,",2010,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Goblins,Fiction.,sears,(OCoLC)fst00944030,Blanks,Australia,sears,(OCoLC)fst01204543,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xn,en,Blanks,2011380021,"Kelleher, Victor,",Blanks,RH,3,RH,3,
854,43282908,679310274,Random House; Alfred A. Knopf,English,Saul /,Rosemary Kay.,Toronto :,"Random House Canada,",c2000.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Premature infants.,Fiction.,fast,(OCoLC)fst01432223,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Fiction.,fast,(OCoLC)fst01423787,on,en,Blanks,0,"Kay, Rosemary.",Blanks,RH,3,RH,3,
855,43390486,679310592,Random House; Alfred A. Knopf,English,How to make your child a reader for life /,Paul Kropp.,Toronto :,"Random House Canada,",2000,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Reading,Blanks,fast,(OCoLC)fst01090655,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,on,en,Blanks,95013174,"Kropp, Paul,",Blanks,RH,3,RH,3,
856,43615687,375502548,Random House,English,Omerta /,Mario Puzo.,New York :,"Random House,",©2000.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Organized crime.,Fiction.,fast,(OCoLC)fst01047884,Blanks,Blanks,Blanks,Blanks,cz gz|||||||||,Blanks,Blanks,Blanks,Fiction.,lcgft,(OCoLC)fst01423787,ny,en,Blanks,28082,"Puzo, Mario,",Blanks,RH,3,RH,3,
